"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bangladesh","BGD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","264683520.833333","306058062.5","320794166.666667","369253354.166667","450302083.333333","535034791.666667","834008187.5","812754145.833333","896353333.333333","1122779562.5","1202978125","","","318518185.323223","580918578.960582","615303717.890942","411558202.020202","491170058.177117","647561970.899471","978098764.78318","1113864967.70026","889228886.168911","821107784.431138","758796296.296296","822040000","897961538.461538","914766666.666667","1006709677.41935","1107115349.13092","1195576398.47828","1280759800.56171","1280504201.68067","1411432360.74271","1643015873.01587","1648977556.10973","1756567164.1791","2195378973.10513","2365409836.06557","2562048458.14978","2583839434.27621","2654144305.3071","2616234247.59081","2748598293.57479","3085129533.67876","3368965517.24138","3599013309.4782","3905744420.994","4266751254.73143","4745217450.58967","5219823430.63248","5850609307.46302","6555697878.53592","6717985157.79498","7674144118.37238","9227858754.3689","10546191789.5054","15556208988.8176","17689543620.7262","19150542794.0687","21910495900.6302","22331087749.8929","24488214851.8471","26222902907.7734","24780320479.432",
"Bulgaria","BGR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","2717692307.69231","2927857142.85714","2903333333.33333","2566722222.22222","2662166666.66667","2843578947.36842","3431823529.41177","4741461538.46154","3682000000","3635722222.22222","3752272727.27273","2082903225.80645","2104896907.21649","2042473001.37711","1666918819.18819","2914844203.59977","1702730354.32208","1374136308.25999","2757485693.25103","2671841976.38352","2620734007.60617","2747114488.52661","3145800984.60501","4252375769.17439","5064638701.19465","5422226711.46593","6239015511.77573","7415092372.28831","9343342430.01921","8708450037.39269","8376791161.11977","9151313785.49569","8572619063.25954","9540998845.65764","9621413530.77028","8175213864.30678","8412413832.13538","9243173337.95414","10898880502.3851","11511251788.6784","13653405945.2199","15926097841.2046","16553666953.8064","18470965596.0315",
"Bahrain","BHR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","400371451.313346","501595744.680851","620478723.404255","676861702.12766","803723670.212766","831914893.617021","830850797.87234","826861702.12766","902127659.574468","948669946.808511","1024202127.65957","1079787234.04255","1133510638.29787","1158244680.85106","1170212765.95745","1219414893.61702","1234840425.53191","1236968085.10638","1284042553.19149","1378191489.3617","1468989361.70213","1549335106.38298","1695079787.23404","1917712765.95745","2030186170.21277","2244680851.06383","2352180851.06383","2629281914.89362","2903537234.04255","3206356382.97872","3324095744.68085","3981515957.44681","4748404255.31915","5060611702.12766","5383856382.97872","5491382978.7234","5515771276.59574","5898031914.89362","6156462765.95745","6064680851.06383","5933114627.65957","6211130053.19149","","",
"Bahamas, The","BHS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","109300000","128400000","143800000","167000000","197300000","208900000","238000000","264000000","289100000","300100000","326400000","","415270000","407120000","440580000","427270000","397990000","482680000","476200000","516870000","635500000","650800000","705500000","747400000","802400000","846300000","862300000","907700000","959200000","1041000000","1072200000","1177300000","1265000000","1263700000","1385600000","1403100000","1229600000","1240400000","1345700000","1273400000","1457600000","1441000000","1636800000","1840600000","1681200000","1747600000","1858000000",
"Bosnia and Herzegovina","BIH","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1369772335.43427","1357659151.01159","1576920174.96162","1937630385.9586","2224915484.61518","2430443333.27823","2698376726.66817","3326231925.33536","4220374536.77213","4132501379.72329","3972383154.7869","4304951536.56489","4025100807.37875","4149522861.05505","4242720271.55638","3604003874.13155","3579055153.46927","3695574329.83376","4026623656.82248","3965222089.81126","4196972573.77823","4592866136.18964","4578638711.01679","5389779366.93671",
"Belarus","BLR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400000000","3033333333.33333","3067226890.7563","2870886075.94937","3032769230.76923","2871610169.49153","3023672230.6525","2367400722.02166","2480937639.44668","2662805755.39568","3069204654.59094","3810956139.36732","4767898308.53694","6279261962.46669","7099405006.15511","8386500037.27727","10039271671.9715","8190615993.26901","9169349775.55892","8306024769.68136","8911405918.26698","10143208653.1044","10840073942.9387","8423966108.22938","7470484724.53499","8566288990.25121","9448824307.71768","10848639653.3484","10411649570.1095","11716348094.9708","12710635543.2009","12974578948.2435",
"Belize","BLZ","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","30598844.2200765","32356135.8436355","34214348.7251355","36179278.77242","38257054.7523201","40454157.4067459","42777439.6666152","45234148.026669","47831945.1478406","50578933.757681","44458771.5509591","49713306.7321748","90832271.747002","95668578.486933","102958862.241036","110409108.494621","117403380.282014","132409056.587458","142973090.109932","150340502.76454","163173332.385089","176115991.574061","191895926.218785","202746428.487813","209723729.58459","214542587.148758","217606954.550993","244890225.235235","256546444.693748","272706464.784611","285738751.360339","298276201.201133","306948662.191019","334945657.770513","347746514.833682","376817650.845727","405790272.653818","426502692.076116","444917961.05988","448114783.722036","353817018.959311","403843828.081329","449897578.867854","529000000",
"Bermuda","BMU","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","916649000","886595000","899708000","882953000","823230000","832027000","837000000","830432000","847486000","909874000","876402000","898546000","930899000","",
"Bolivia","BOL","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","32250000","37500000","41000000","46083333.3333333","51166666.6666667","68916666.6666667","77000000","81416666.6666667","89833333.3333333","96166666.6666667","97666666.6666667","112083333.333333","130692307.692308","124500000","197400000","252150000","296450000","378700000","477050000","679600000","616000000","768000000","660937500","488793103.448276","821109693.877551","567910296.821346","374061764.096822","483740905.662214","523507791.963551","563118316.681422","572207775.834082","645184560.834361","726394219.02276","766754363.279683","811526718.76329","911423394.416481","985811131.964375","1101957117.44646","1208247786.39644","1226014932.19334","1220989361.76062","1280182723.65159","1262339191.07392","1335304674.7773","1426434828.62903","1525430129.34937","1643824461.40398","1844510392.93768","2213906139.28285","2550498675.21368","2717796212.9313","3301429530.67928","3640055426.91751","4243716787.26483","4852764761.21563","5773469898.69754","5925527409.55137","6384586049.20405","7060670028.94356","7419676049.20405","7230230969.60926","7813323589.00145","8401144254.70333","8839463588.22705",
"Brazil","BRA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65963601563","74262290910","61313068181.8182","55999436763.9529","65055189800.6636","93861019672.506","161005442824.031","167966249427.918","172536930886.315","173351340738.654","118625327396.326","123013513113.151","108319286509.547","100988722395.127","106496922769.478","123601586191.878","168429645003.471","210880097291.12","264655224138.161","319488801739.807","327575442326.505","420051533827.073","488416927312.953","456809257583.833","467176911342.714","470419286028.784","356420263373.996","365949715737.317","416043923131.903","381375681758.158","374350071200.929","297216449690.69","309864802505.413","359197195955.825","396016091887.281",
"Barbados","BRB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","66705113.6082372","75537977.8421","85743970.500299","94302689.8026152","104559240.292348","128374683.040819","159697707.950082","163575796.748372","172077760.652314","192711181.822702","226868194.699945","233083080.59464","247352458.60886","267140655.297569","305324914.234575","285586436.633023","269775766.916919","238400000","257793466.911948","260776612.141401","273405260.279421","314274349.922935","324615920.051708","378163376.9204","383632476.507731","414250000","420650000","454750000","620700000","608650000","637750000","611850000","608277950","637460800","708118150","698792050","720427200","701413800","691770900","673830500","642925350","648578300","605105700","601058900","580675600","574172400","628200800","691748100","",
"Brunei Darussalam","BRN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","185484066.221095","201998903.555012","131938828.949807","129949987.701894","82672793.8347204","108067938.404034","409114854.792248","191225223.553646","235511267.391736","363455668.346703","","","","","","725545030.452381","775158300.566114","835865821.539174","976078705.093473","1060780756.9172","1104459476.09209","1266425610.72405","1290033410.37601","1307914973.40393","1209965093.25395","1316257580.57579","1549193283.15051","1646618813.28754","1587631102.18543","1578220255.85142","1736047917.79571","1754610528.61787","2071767657.91887","2770482687.96671","2467175710.4138","2499365791.51625","3036283588.8872","3469238333.65265","3512416701.14528","3648596589.10169","3662078545.27087","3240547788.18411","2989512121.13973","3211205011.83656","3275286210.66202","3372749903.05809","3053193259.70879","3146847873.2437","3357032131.5546","3451980969.11576",
"Bhutan","BTN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","31039896.629062","28207466.793124","29522062.7274162","33836860.2197982","39859774.8416887","40877614.957049","37417829.5755721","35506692.8981985","35814976.457351","54173985.3933623","48790241.9516097","34081665.7566937","36082915.5458758","38647844.253746","40256594.1926851","54676528.5073336","65839432.443716","80243357.7616743","73658428.8197358","76022934.9014949","110298686.484383","117406675.574033","126907210.792013","145438436.671833","167930125.70905","205306238.835736","218354741.059043","261677965.697114","272864040.130575","309305183.669372","362596075.931905","418037385.39835","400301415.307189","356907323.127668","378685630.693372","418615529.406248","426830365.385752","471241102.928586","477786001.75375","523001017.561105","548423177.695492","627749287.578929","609130081.384281","",
"Botswana","BWA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","5515329.00335193","6397423.23288009","7453751.41076598","8473242.20907132","9784052.90139266","11726373.4514905","13528912.1220447","15131441.3220835","15690420.3359005","16015441.6710651","18076140.332266","20843743.5082617","21932435.1602168","35440864.1808118","52687581.7724515","67409683.1947727","79580019.895005","104577414.604019","124734802.700454","159139737.450108","226382321.721509","266391630.355022","264407411.759793","302983063.579494","310349953.364711","256206483.135679","333768992.690289","528577240.05787","631771618.319709","698922916.730773","914932065.407269","955303263.77144","1092914953.3707","1164697749.76012","1219155605.30349","1421755301.8227","1269810423.38947","1414827530.57375","1440457372.1923","1503288538.28447","1441452036.53612","1289324111.48394","1217170223.04147","1653202791.9756","1839178077.52136","1924341880.50892","2749594188.97827","2949078875.35023","3272457578.58154","3636347454.73954","3889153758.11882","4281014495.99626","4427911393.52335","4433276254.48451","4525587419.36767","4281047610.66057","4294889808.95424","4650860751.04541","4956043215.7922","5292401737.58192","5407105637.25871","5912031153.23915","5667244612.41536","5613838256.02057",
"Central African Republic","CAF","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","21615432.6835429","23648367.3973193","25304691.8559719","25304433.662062","31833202.6376306","33461061.5660185","33783994.6450001","36178715.7087995","38373809.069883","37698022.2393262","37987997.9437426","38132397.2366481","43646010.681202","52941099.8828059","56085319.4587817","64858444.3586924","61100520.2609039","62683251.0577075","85971600.2943597","109532821.211179","120693174.973792","104146947.243535","118987408.313256","111266788.153222","90855683.8448598","130838739.983113","174932045.051129","209731553.394159","204053595.499257","194972984.072744","221578414.319225","229058551.699632","241813307.998913","195015175.363267","140305009.235729","166341303.858985","130071632.149221","111160535.591715","110859908.845939","169743629.639868","149292888.046511","130665348.777935","137750004.296804","118319200.816732","132740283.750291","116503491.097779","100255323.425224","108224719.763684","140582946.717711","148528762.223409","163612204.540884","174259903.306328","274102953.159304","293638611.881187","294282213.491393","250588749.345078","262950596.578468","291518181.782955","171015616.414283","178695697.088732","225157712.269255","230026828.723226","198597932.827982","213007420.605235",
"Canada","CAN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","6591864065.45447","6765740640.81493","7230358847.34377","7931518878.4668","8722771890.38774","10284809397.9496","11912398325.9676","13580826149.9839","15433122702.1217","18509905254.0913","21031887502.4757","23899383776.139","26881311868.8131","33405930470.3476","38951042076.2878","45955375253.5497","48153267512.929","48575436135.7061","52234078879.9727","59107081765.3096","65756943865.2098","72209613358.1908","77491885751.3794","78603968805.4977","80760161113.1454","83733717164.4476","93147812971.3424","107588364345.494","121206081081.081","134821734658.896","147109190887.667","145295772317.366","138313309045.81","131519478617.458","131242349169.338","130917491749.175","130036833742.597","125764071452.646","131074241098.472","142299508450.609","144170325413.223","150446695979.099","178178573977.589","199357417371.253","223781152005.281","253942172073.343","282755795549.763","306240862230.553","301930714723.121","347331886872.437","379214461589.188","385014582980.598","382325710984.663","365963384878.333","324965188724.922","321612947451.906","341452931752.066","356822795802.736","360314585114.837","375858774649.528","430448953230.194","447247408480.904","454346302753.714",
"Central Europe and the Baltics","CEB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77430550201.2152","79920470143.3361","77713170012.6433","84263708212.4168","84408902340.4021","82336238368.8217","89924304326.9695","102409271391.823","126554955348.235","145505173433.445","168128409747.171","188926243239.279","229341670522.621","284592818682.546","249995917870.596","252870364446.334","265858144476.339","245321805269.354","258778323390.421","266421854728.103","231713088588.634","238014456605.913","262811201110.655","299228915990.357","311291662799.337","333855874301.651","374522815604.813","364754504267.914","427286923478.759",
