Economy_Label,Year,Total fonction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Total fonction_US_dollars_at_current_prices_Footnote,Total fonction_US_dollars_at_current_prices_MissingValue,"Agriculture, sylviculture, peche et chasse_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_Footnote","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_MissingValue","Industries extractives et manufacturieres, construction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_Footnote","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_MissingValue",Transports_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Transports_US_dollars_at_current_prices_Footnote,Transports_US_dollars_at_current_prices_MissingValue,Communications_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Communications_US_dollars_at_current_prices_Footnote,Communications_US_dollars_at_current_prices_MissingValue,Combustibles et energie_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Combustibles et energie_US_dollars_at_current_prices_Footnote,Combustibles et energie_US_dollars_at_current_prices_MissingValue,Protection de l'environnement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Protection de l'environnement_US_dollars_at_current_prices_Footnote,Protection de l'environnement_US_dollars_at_current_prices_MissingValue,Logement et developpement collectif_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Logement et developpement collectif_US_dollars_at_current_prices_Footnote,Logement et developpement collectif_US_dollars_at_current_prices_MissingValue,Sante_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Sante_US_dollars_at_current_prices_Footnote,Sante_US_dollars_at_current_prices_MissingValue,Enseignement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Enseignement_US_dollars_at_current_prices_Footnote,Enseignement_US_dollars_at_current_prices_MissingValue,Securite sociale et oeuvres sociales_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_Footnote,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_MissingValue,Services generaux des administrations publiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Services generaux des administrations publiques_US_dollars_at_current_prices_Footnote,Services generaux des administrations publiques_US_dollars_at_current_prices_MissingValue,Defense nationale_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Defense nationale_US_dollars_at_current_prices_Footnote,Defense nationale_US_dollars_at_current_prices_MissingValue,Ordre et securite publics_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Ordre et securite publics_US_dollars_at_current_prices_Footnote,Ordre et securite publics_US_dollars_at_current_prices_MissingValue,"Loisirs, culture et cultes_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Loisirs, culture et cultes_US_dollars_at_current_prices_Footnote","Loisirs, culture et cultes_US_dollars_at_current_prices_MissingValue","Tutelle de l'economie generale, des echanges et de l'emploi_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_Footnote","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_MissingValue",Autres branches d'activite_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres branches d'activite_US_dollars_at_current_prices_Footnote,Autres branches d'activite_US_dollars_at_current_prices_MissingValue,RetD concernant les affaires economiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,RetD concernant les affaires economiques_US_dollars_at_current_prices_Footnote,RetD concernant les affaires economiques_US_dollars_at_current_prices_MissingValue,Affaires economiques n.c.a._Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Affaires economiques n.c.a._US_dollars_at_current_prices_Footnote,Affaires economiques n.c.a._US_dollars_at_current_prices_MissingValue,Autres_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres_US_dollars_at_current_prices_Footnote,Autres_US_dollars_at_current_prices_MissingValue
Finland,2018,147178,,,1921,,,148,,,6070,,,50,,,383,,,546,,,834,,,19501,,,15298,,,66863,,,22068,,,3285,,,3059,,,4183,,,1649,,,0,,,1320,,,0,,,,,
Finland,2019,143231,,,1858,,,132,,,6017,,,3,,,369,,,519,,,856,,,19159,,,15066,,,64616,,,21473,,,3091,,,3152,,,3992,,,1637,,,0,,,1290,,,0,,,,,
Finland,2020,155485,,,1984,,,114,,,6822,,,3,,,501,,,620,,,893,,,20735,,,15920,,,69344,,,22823,,,3797,,,3150,,,4088,,,2322,,,143,,,2224,,,0,,,,,
Finland,2021,165498,,,1871,,,130,,,7277,,,2,,,422,,,685,,,1193,,,22918,,,16932,,,73300,,,24056,,,3545,,,3439,,,4433,,,3523,,,13,,,1758,,,0,,,,,
France,2000,705385,,,5737,,,398,,,27779,,,212,,,3230,,,9506,,,14138,,,95352,,,76479,,,278338,,,106500,,,26520,,,18530,,,14819,,,12062,,,4155,,,10633,,,996,,,,,
France,2001,712502,,,4875,,,400,,,24204,,,211,,,3300,,,10277,,,14094,,,96718,,,77394,,,281522,,,107683,,,27708,,,19927,,,16369,,,11826,,,3620,,,11383,,,989,,,,,
France,2002,792672,,,5627,,,422,,,27408,,,197,,,4001,,,11382,,,16926,,,109394,,,86796,,,310716,,,115503,,,30586,,,22930,,,19181,,,13277,,,4116,,,13102,,,1109,,,,,
France,2003,982599,,,6725,,,511,,,34937,,,228,,,4997,,,14906,,,20862,,,139043,,,106284,,,392562,,,137787,,,34223,,,28763,,,24826,,,14525,,,5106,,,14945,,,1369,,,,,
France,2004,1123086,,,8731,,,583,,,40244,,,226,,,4974,,,17750,,,23943,,,160687,,,117623,,,450257,,,156886,,,39162,,,32395,,,28232,,,16522,,,5901,,,17311,,,1657,,,,,
France,2005,1170842,,,9171,,,610,,,44802,,,226,,,5261,,,19067,,,23437,,,168620,,,121210,,,468699,,,162698,,,39604,,,33115,,,30239,,,17570,,,6258,,,18482,,,1769,,,,,
France,2006,1227001,,,9565,,,639,,,44746,,,218,,,5554,,,20785,,,26319,,,176011,,,127057,,,501049,,,160015,,,41587,,,34260,,,32987,,,18972,,,6539,,,18798,,,1897,,,,,
France,2007,1398551,,,10331,,,702,,,49528,,,215,,,6385,,,23127,,,30670,,,198558,,,141132,,,576452,,,190934,,,46122,,,38830,,,37792,,,18251,,,7059,,,20352,,,2117,,,,,
France,2008,1561744,,,11300,,,740,,,55590,,,203,,,6427,,,26172,,,35631,,,218281,,,157864,,,640193,,,211184,,,50482,,,45085,,,42252,,,24134,,,10259,,,23685,,,2265,,,,,
France,2009,1543608,,,11390,,,806,,,52410,,,328,,,6562,,,26790,,,39615,,,214872,,,153119,,,640246,,,197391,,,50974,,,44892,,,41703,,,26693,,,10457,,,23230,,,2130,,,,,
France,2010,1504631,,,11193,,,833,,,51580,,,1399,,,6544,,,26293,,,37115,,,211050,,,149262,,,626230,,,183340,,,49350,,,44515,,,41213,,,29506,,,9995,,,23001,,,2215,,,,,
France,2011,1612818,,,11055,,,633,,,55678,,,1797,,,8981,,,28404,,,40080,,,227274,,,157014,,,679040,,,198621,,,51122,,,46905,,,44214,,,25728,,,9137,,,24782,,,2350,,,,,
France,2012,1532572,,,5758,,,825,,,51595,,,5224,,,10598,,,26992,,,35519,,,214813,,,147289,,,648516,,,186982,,,48212,,,43617,,,42015,,,28183,,,8593,,,22630,,,5206,,,,,
France,2013,1609177,,,5528,,,644,,,57992,,,1728,,,12232,,,28755,,,35768,,,226633,,,154453,,,687676,,,193120,,,49835,,,45881,,,44922,,,28984,,,8886,,,23674,,,2466,,,,,
France,2014,1634001,,,6124,,,522,,,56374,,,234,,,11808,,,29220,,,34302,,,233876,,,156770,,,699838,,,187846,,,48080,,,46629,,,44017,,,43567,,,9059,,,23278,,,2456,,,,,
France,2015,1385400,,,6238,,,292,,,46859,,,291,,,10313,,,24501,,,27351,,,197056,,,132849,,,593798,,,153199,,,42715,,,39575,,,35007,,,46211,,,7029,,,19928,,,2191,,,,,
France,2016,1401821,,,5455,,,612,,,48644,,,344,,,10755,,,23370,,,26834,,,200933,,,133739,,,604433,,,152048,,,47295,,,40290,,,34823,,,42711,,,7573,,,19898,,,2062,,,,,
France,2017,1466352,,,6124,,,946,,,51371,,,453,,,11409,,,24262,,,26579,,,210509,,,139974,,,627354,,,159922,,,46051,,,42396,,,36647,,,44950,,,8173,,,21095,,,8135,,,,,
France,2018,1553015,,,6423,,,811,,,55468,,,557,,,11895,,,26889,,,28864,,,224025,,,148537,,,667133,,,162856,,,49097,,,45301,,,39125,,,49926,,,11827,,,22083,,,2198,,,,,
France,2019,1510485,,,5817,,,427,,,54908,,,610,,,12445,,,27165,,,28859,,,217197,,,143210,,,650040,,,151934,,,47481,,,44678,,,39024,,,51440,,,12029,,,21165,,,2059,,,,,
France,2020,1622890,,,5865,,,716,,,57326,,,717,,,14300,,,27382,,,31489,,,235198,,,143178,,,716872,,,151908,,,50575,,,46741,,,37530,,,64879,,,12995,,,22872,,,2349,,,,,
France,2021,1746522,,,5787,,,705,,,62276,,,1251,,,13382,,,30767,,,37148,,,272600,,,155015,,,732101,,,171495,,,51875,,,50546,,,41658,,,77730,,,12920,,,24911,,,4357,,,,,
Georgia,2000,489,,,7,,,0,,,25,,,0,,,13,,,0,,,25,,,19,,,66,,,105,,,129,,,15,,,38,,,23,,,0,,,0,,,0,,,23,,,,,
Georgia,2001,551,,,8,,,0,,,19,,,0,,,4,,,0,,,31,,,27,,,69,,,148,,,158,,,18,,,45,,,23,,,0,,,0,,,0,,,1,,,,,
Georgia,2002,568,,,8,,,0,,,16,,,0,,,8,,,0,,,35,,,34,,,79,,,149,,,142,,,22,,,46,,,28,,,0,,,0,,,0,,,1,,,,,
Georgia,2003,662,,,7,,,0,,,18,,,0,,,17,,,0,,,29,,,14,,,76,,,216,,,190,,,29,,,53,,,23,,,0,,,0,,,0,,,,,,,,
Georgia,2004,1142,,,17,,,6,,,32,,,0,,,42,,,0,,,73,,,50,,,149,,,334,,,208,,,84,,,142,,,42,,,0,,,0,,,0,,,,,,,,
Georgia,2005,1461,,,29,,,0,,,70,,,0,,,116,,,0,,,145,,,113,,,159,,,346,,,289,,,218,,,158,,,59,,,0,,,0,,,0,,,,,,,,
Georgia,2006,1944,,,42,,,0,,,102,,,0,,,50,,,11,,,252,,,127,,,232,,,388,,,374,,,406,,,215,,,78,,,13,,,20,,,4,,,,,,,,
Georgia,2007,2945,,,40,,,0,,,105,,,0,,,99,,,46,,,299,,,150,,,274,,,490,,,388,,,897,,,434,,,106,,,28,,,15,,,9,,,,,,,,
Georgia,2008,4184,,,58,,,1,,,322,,,0,,,65,,,59,,,332,,,210,,,371,,,811,,,445,,,1041,,,678,,,136,,,55,,,8,,,11,,,,,,,,
Georgia,2009,3973,,,45,,,0,,,444,,,0,,,17,,,69,,,209,,,218,,,347,,,786,,,547,,,627,,,528,,,143,,,45,,,36,,,5,,,,,,,,
Georgia,2010,3816,,,20,,,0,,,449,,,0,,,17,,,70,,,305,,,255,,,343,,,797,,,510,,,379,,,486,,,175,,,15,,,59,,,4,,,,,,,,
Georgia,2011,4201,,,24,,,3,,,441,,,0,,,34,,,66,,,413,,,236,,,389,,,920,,,531,,,427,,,522,,,243,,,31,,,88,,,0,,,,,,,,
Georgia,2012,4672,,,140,,,0,,,396,,,0,,,60,,,54,,,299,,,252,,,459,,,1049,,,568,,,435,,,551,,,240,,,36,,,205,,,0,,,,,,,,
Georgia,2013,4971,,,123,,,7,,,369,,,0,,,34,,,92,,,192,,,319,,,597,,,1203,,,647,,,384,,,621,,,283,,,44,,,79,,,0,,,,,,,,
Georgia,2014,5385,,,179,,,8,,,352,,,0,,,26,,,109,,,183,,,399,,,674,,,1352,,,691,,,368,,,649,,,236,,,53,,,111,,,0,,,,,,,,
Georgia,2015,4701,,,128,,,5,,,300,,,0,,,10,,,81,,,181,,,407,,,663,,,1087,,,652,,,293,,,587,,,270,,,52,,,75,,,0,,,,,,,,
Georgia,2016,4891,,,112,,,0,,,425,,,0,,,8,,,83,,,194,,,449,,,734,,,1123,,,666,,,310,,,569,,,216,,,39,,,55,,,0,,,,,,,,
Georgia,2017,5066,,,96,,,2,,,559,,,0,,,5,,,81,,,179,,,460,,,766,,,1102,,,655,,,280,,,557,,,205,,,80,,,82,,,0,,,,,,,,
Georgia,2018,5182,,,92,,,5,,,679,,,0,,,5,,,74,,,151,,,487,,,740,,,1152,,,640,,,290,,,549,,,239,,,32,,,90,,,0,,,,,,,,
Georgia,2019,5397,,,120,,,1,,,730,,,0,,,22,,,109,,,208,,,476,,,763,,,1184,,,618,,,287,,,520,,,229,,,30,,,111,,,0,,,,,,,,
Georgia,2020,5747,,,149,,,6,,,737,,,0,,,26,,,113,,,258,,,582,,,694,,,1514,,,588,,,293,,,475,,,186,,,54,,,106,,,0,,,,,,,,
Georgia,2021,6210,,,183,,,5,,,761,,,0,,,16,,,138,,,294,,,813,,,774,,,1459,,,611,,,328,,,508,,,225,,,51,,,134,,,0,,,,,,,,
Germany,2000,930312,,,6294,,,5483,,,35597,,,154,,,5692,,,13901,,,18483,,,126004,,,79247,,,392654,,,132783,,,21234,,,30727,,,24059,,,25100,,,5020,,,2884,,,4996,,,,,
Germany,2001,922621,,,6335,,,5564,,,33990,,,138,,,6140,,,13415,,,18866,,,127130,,,80694,,,391671,,,129308,,,20227,,,31052,,,23433,,,25735,,,3475,,,2483,,,2965,,,,,
Germany,2002,995003,,,6410,,,5752,,,35703,,,154,,,4439,,,12861,,,21191,,,139180,,,86529,,,428325,,,138710,,,21795,,,33708,,,25170,,,25322,,,3694,,,2847,,,3213,,,,,
Germany,2003,1208397,,,6911,,,7195,,,42713,,,171,,,5755,,,15311,,,26347,,,170268,,,104344,,,526641,,,165307,,,25994,,,40447,,,29701,,,29701,,,4357,,,3504,,,3729,,,,,
Germany,2004,1316878,,,8130,,,7874,,,43967,,,197,,,5070,,,16114,,,28993,,,181138,,,115407,,,582301,,,179302,,,28077,,,44547,,,32339,,,30850,,,4859,,,3902,,,3813,,,,,
Germany,2005,1332925,,,6482,,,7983,,,46264,,,187,,,5289,,,15916,,,28001,,,186102,,,116930,,,591654,,,181526,,,28162,,,45218,,,32349,,,28218,,,4658,,,3913,,,4073,,,,,
Germany,2006,1354663,,,7029,,,7668,,,48957,,,205,,,4558,,,16800,,,27171,,,192452,,,120545,,,597254,,,185103,,,29164,,,46114,,,33253,,,24244,,,5560,,,4358,,,4228,,,,,
Germany,2007,1486623,,,8169,,,8298,,,52896,,,358,,,4409,,,17524,,,27426,,,217748,,,134367,,,647566,,,209574,,,30318,,,50614,,,37019,,,25381,,,5661,,,4603,,,4690,,,,,
Germany,2008,1655388,,,8023,,,9878,,,58736,,,652,,,5599,,,19049,,,26975,,,242633,,,147742,,,704379,,,246547,,,33733,,,55671,,,41511,,,34132,,,6554,,,5229,,,8347,,,,,
Germany,2009,1644239,,,7024,,,9263,,,58450,,,763,,,5182,,,19909,,,22735,,,243578,,,148051,,,705810,,,232294,,,34086,,,55158,,,40329,,,39532,,,5827,,,7378,,,8871,,,,,
Germany,2010,1636656,,,7745,,,7926,,,55525,,,795,,,5064,,,19073,,,19825,,,238121,,,148918,,,682031,,,229478,,,32533,,,53298,,,38967,,,74781,,,5288,,,7472,,,9816,,,,,
Germany,2011,1696131,,,8567,,,7416,,,61371,,,781,,,5053,,,21916,,,19279,,,255820,,,161034,,,707723,,,257420,,,35072,,,57319,,,41004,,,30001,,,6938,,,8652,,,10764,,,,,
Germany,2012,1584322,,,7343,,,6163,,,55507,,,515,,,4452,,,20224,,,16095,,,241782,,,150451,,,666700,,,237497,,,38875,,,54392,,,37807,,,25912,,,5649,,,7393,,,7566,,,,,
Germany,2013,1678136,,,7439,,,6465,,,59424,,,567,,,4699,,,21720,,,15939,,,264199,,,162625,,,709096,,,243742,,,39537,,,58785,,,38963,,,23415,,,6232,,,7998,,,7293,,,,,
Germany,2014,1722986,,,8485,,,6312,,,60042,,,566,,,5181,,,22147,,,15424,,,278257,,,167653,,,730876,,,245280,,,37381,,,60634,,,40725,,,22566,,,6437,,,7837,,,7183,,,,,
Germany,2015,1482075,,,6516,,,5721,,,51731,,,470,,,4718,,,18635,,,12827,,,241618,,,142589,,,641101,,,199490,,,32339,,,51703,,,34703,,,18364,,,5711,,,7068,,,6771,,,,,
Germany,2016,1539009,,,6658,,,5221,,,52637,,,498,,,4694,,,19291,,,12966,,,249932,,,145625,,,676836,,,200562,,,33858,,,53777,,,35336,,,20398,,,5615,,,8244,,,6861,,,,,
Germany,2017,1630438,,,7232,,,5689,,,58388,,,522,,,4405,,,20227,,,13828,,,262879,,,154370,,,717344,,,211746,,,37529,,,57474,,,37890,,,18526,,,5900,,,9010,,,7480,,,,,
Germany,2018,1761513,,,8020,,,5796,,,62809,,,554,,,4208,,,22899,,,15776,,,285150,,,169580,,,765980,,,226617,,,41813,,,62902,,,41007,,,24486,,,6780,,,9946,,,7190,,,,,
Germany,2019,1749343,,,7505,,,6163,,,62562,,,659,,,4922,,,23124,,,16294,,,283426,,,169857,,,761025,,,225105,,,41267,,,63069,,,40630,,,19768,,,6450,,,10075,,,7441,,,,,
Germany,2020,1960711,,,8301,,,6550,,,68591,,,790,,,6380,,,26393,,,18635,,,325455,,,180188,,,841657,,,236510,,,43808,,,66311,,,44237,,,56033,,,11506,,,11275,,,8089,,,,,
Germany,2021,2183337,,,9280,,,10160,,,87176,,,847,,,17798,,,24530,,,19293,,,368161,,,193016,,,890466,,,265179,,,47261,,,71315,,,47220,,,99921,,,10651,,,11982,,,9082,,,,,
Greece,2000,60566,,,,,,,,,,,,,,,,,,576,,,508,,,7329,,,5025,,,17704,,,15721,,,3124,,,1383,,,719,,,,,,,,,,,,,,,,,
Greece,2001,62683,,,170,,,452,,,2724,,,0,,,0,,,617,,,545,,,8569,,,5054,,,18502,,,15733,,,3521,,,2031,,,879,,,2093,,,99,,,0,,,1695,,,,,
Greece,2002,70786,,,227,,,470,,,3113,,,0,,,0,,,755,,,579,,,9224,,,6047,,,21227,,,17055,,,4465,,,2326,,,1014,,,1937,,,58,,,0,,,2289,,,,,
Greece,2003,94288,,,804,,,532,,,4010,,,0,,,0,,,894,,,758,,,12099,,,8610,,,28928,,,20382,,,7377,,,3018,,,1268,,,2729,,,63,,,0,,,2814,,,,,
Greece,2004,114734,,,695,,,776,,,5379,,,0,,,0,,,1208,,,903,,,13575,,,9894,,,33806,,,27725,,,7096,,,3816,,,1653,,,3505,,,57,,,0,,,4645,,,,,
Greece,2005,112936,,,398,,,574,,,4277,,,0,,,0,,,1464,,,831,,,15318,,,10437,,,36947,,,24742,,,6653,,,3827,,,1826,,,2371,,,121,,,0,,,3149,,,,,
Greece,2006,123415,,,144,,,647,,,6773,,,1,,,0,,,2111,,,648,,,16129,,,9978,,,41368,,,30217,,,7053,,,3909,,,2010,,,1023,,,94,,,0,,,1310,,,,,
Greece,2007,150106,,,1092,,,765,,,9970,,,10,,,0,,,2531,,,696,,,19172,,,11453,,,50102,,,37107,,,8820,,,4767,,,2076,,,737,,,197,,,0,,,610,,,,,
Greece,2008,180963,,,868,,,803,,,11510,,,16,,,0,,,3234,,,915,,,22986,,,13428,,,60654,,,40677,,,10650,,,5646,,,2799,,,877,,,204,,,0,,,5696,,,,,
Greece,2009,179186,,,1220,,,759,,,9903,,,70,,,0,,,2911,,,1233,,,22573,,,13683,,,61767,,,40051,,,10995,,,5910,,,2490,,,770,,,243,,,0,,,4610,,,,,
Greece,2010,157349,,,374,,,469,,,7315,,,9,,,0,,,2317,,,591,,,20558,,,12303,,,56352,,,36645,,,8046,,,5351,,,1937,,,937,,,194,,,0,,,3951,,,,,
Greece,2011,155988,,,296,,,352,,,5658,,,6,,,0,,,2435,,,535,,,18693,,,12781,,,58248,,,37043,,,6897,,,4993,,,2050,,,1819,,,117,,,0,,,4066,,,,,
Greece,2012,137272,,,294,,,270,,,4729,,,1,,,5,,,2688,,,554,,,14585,,,11090,,,51609,,,26965,,,5923,,,4547,,,1804,,,8677,,,75,,,0,,,3456,,,,,
Greece,2013,149979,,,356,,,235,,,8917,,,3,,,7,,,4061,,,701,,,12895,,,10739,,,46953,,,23633,,,5152,,,4478,,,1742,,,27236,,,96,,,0,,,2776,,,,,
Greece,2014,119449,,,387,,,290,,,6006,,,9,,,4,,,3482,,,651,,,11280,,,10175,,,47906,,,23642,,,6320,,,4999,,,1791,,,594,,,77,,,0,,,1837,,,,,
Greece,2015,105777,,,466,,,184,,,6118,,,7,,,7,,,2883,,,463,,,9745,,,8114,,,39856,,,19715,,,4930,,,4099,,,1582,,,6602,,,44,,,0,,,964,,,,,
Greece,2016,96471,,,476,,,199,,,5973,,,13,,,64,,,2912,,,442,,,10301,,,7756,,,39932,,,17216,,,4102,,,4200,,,1657,,,404,,,69,,,0,,,756,,,,,
Greece,2017,97007,,,469,,,182,,,4538,,,15,,,37,,,2803,,,415,,,10941,,,7777,,,39986,,,17013,,,5068,,,4296,,,1801,,,511,,,66,,,0,,,1091,,,,,
Greece,2018,102899,,,544,,,211,,,4088,,,20,,,2,,,2931,,,492,,,11814,,,8685,,,41975,,,17967,,,4806,,,4832,,,2043,,,459,,,71,,,0,,,1956,,,,,
Greece,2019,98152,,,491,,,179,,,3864,,,39,,,71,,,2811,,,430,,,11806,,,8188,,,40618,,,16183,,,4064,,,4310,,,1927,,,629,,,72,,,0,,,2471,,,,,
Greece,2020,112772,,,906,,,376,,,3946,,,328,,,37,,,3088,,,507,,,12692,,,8492,,,42570,,,15846,,,4847,,,4492,,,2073,,,9826,,,70,,,0,,,2676,,,,,
Greece,2021,123440,,,757,,,467,,,4758,,,71,,,790,,,2587,,,558,,,14323,,,8771,,,44295,,,16878,,,5960,,,4724,,,2364,,,12569,,,93,,,0,,,3475,,,,,
Guatemala,2014,9800,,,228,,,6,,,938,,,8,,,31,,,159,,,394,,,1273,,,1679,,,1607,,,1969,,,194,,,1029,,,169,,,73,,,30,,,5,,,9,,,,,
Guatemala,2015,9830,,,109,,,3,,,742,,,7,,,40,,,180,,,319,,,1213,,,1821,,,1794,,,2069,,,193,,,1051,,,177,,,70,,,30,,,5,,,6,,,,,
Guatemala,2016,10054,,,118,,,3,,,572,,,6,,,43,,,185,,,272,,,1423,,,1816,,,1691,,,2287,,,216,,,1144,,,168,,,62,,,27,,,6,,,15,,,,,
Guatemala,2017,11142,,,166,,,3,,,661,,,6,,,69,,,214,,,328,,,1466,,,2016,,,1994,,,2429,,,197,,,1262,,,195,,,73,,,37,,,6,,,21,,,,,
Guatemala,2018,11851,,,176,,,3,,,866,,,6,,,59,,,249,,,347,,,1536,,,2166,,,1971,,,2538,,,199,,,1344,,,225,,,74,,,50,,,5,,,38,,,,,
Guatemala,2019,12965,,,155,,,2,,,1011,,,8,,,21,,,322,,,459,,,1733,,,2404,,,2093,,,2759,,,227,,,1365,,,250,,,81,,,48,,,5,,,22,,,,,
Guatemala,2020,13972,,,107,,,2,,,817,,,7,,,69,,,275,,,354,,,1724,,,2662,,,3146,,,2787,,,218,,,1436,,,187,,,126,,,27,,,5,,,23,,,,,
Guatemala,2021,14464,,,119,,,4,,,1102,,,9,,,70,,,310,,,506,,,2110,,,2828,,,2156,,,2989,,,231,,,1616,,,232,,,95,,,28,,,7,,,51,,,,,
Hungary,2000,22357,,,737,,,53,,,1221,,,50,,,4,,,304,,,396,,,2476,,,2507,,,6887,,,4612,,,572,,,929,,,620,,,534,,,160,,,25,,,269,,,,,
Hungary,2001,25398,,,904,,,87,,,1195,,,56,,,4,,,395,,,458,,,2671,,,2878,,,7701,,,5623,,,640,,,1097,,,798,,,499,,,160,,,25,,,207,,,,,
Hungary,2002,34474,,,1771,,,26,,,1782,,,86,,,9,,,576,,,578,,,3683,,,3828,,,10299,,,6585,,,951,,,1534,,,1212,,,739,,,328,,,39,,,446,,,,,
Hungary,2003,41893,,,1402,,,158,,,1480,,,161,,,8,,,546,,,625,,,4954,,,5459,,,13385,,,7719,,,1100,,,1811,,,1452,,,874,,,386,,,63,,,311,,,,,
Hungary,2004,50729,,,1507,,,145,,,2011,,,134,,,12,,,641,,,843,,,5757,,,6124,,,16351,,,10154,,,1364,,,2057,,,1823,,,996,,,346,,,99,,,367,,,,,
Hungary,2005,55834,,,1425,,,127,,,2702,,,120,,,10,,,671,,,977,,,6439,,,6772,,,18755,,,10671,,,1456,,,2248,,,1810,,,886,,,147,,,130,,,488,,,,,
Hungary,2006,59429,,,1415,,,138,,,3833,,,118,,,9,,,808,,,1150,,,6542,,,6841,,,19897,,,11072,,,1562,,,2438,,,1906,,,807,,,291,,,121,,,481,,,,,
Hungary,2007,69899,,,1630,,,150,,,5451,,,198,,,9,,,847,,,1280,,,6911,,,7721,,,24091,,,13327,,,1769,,,2739,,,2086,,,907,,,433,,,135,,,216,,,,,
Hungary,2008,77176,,,1105,,,151,,,5230,,,190,,,11,,,1014,,,1308,,,7743,,,8378,,,27502,,,14994,,,1613,,,3123,,,2318,,,1343,,,708,,,112,,,331,,,,,
Hungary,2009,66267,,,1044,,,125,,,4220,,,105,,,9,,,777,,,1507,,,6843,,,7023,,,23662,,,13242,,,1199,,,2516,,,1832,,,1241,,,552,,,83,,,288,,,,,
Hungary,2010,64519,,,612,,,106,,,4216,,,29,,,38,,,764,,,867,,,6569,,,7238,,,22765,,,12297,,,1551,,,2403,,,2333,,,2075,,,336,,,297,,,22,,,,,
Hungary,2011,69638,,,721,,,76,,,4931,,,56,,,74,,,1003,,,1086,,,7201,,,7162,,,23923,,,12627,,,1491,,,2672,,,2473,,,2660,,,119,,,364,,,1000,,,,,
Hungary,2012,63268,,,627,,,210,,,4256,,,107,,,144,,,886,,,1092,,,6551,,,6020,,,21355,,,12271,,,933,,,2463,,,2478,,,3264,,,241,,,349,,,20,,,,,
Hungary,2013,67926,,,598,,,45,,,4972,,,100,,,320,,,1230,,,1025,,,6796,,,6391,,,22256,,,13806,,,911,,,2738,,,2450,,,3670,,,226,,,378,,,13,,,,,
Hungary,2014,70582,,,828,,,48,,,6382,,,6,,,327,,,1631,,,1259,,,6758,,,7331,,,21572,,,13799,,,825,,,2645,,,2833,,,3563,,,502,,,229,,,46,,,,,
Hungary,2015,63062,,,670,,,31,,,5726,,,27,,,483,,,1489,,,1292,,,6441,,,6508,,,18241,,,11202,,,839,,,2497,,,2655,,,4249,,,339,,,322,,,52,,,,,
Hungary,2016,60186,,,617,,,49,,,4429,,,30,,,309,,,637,,,860,,,6065,,,6379,,,18262,,,10502,,,1001,,,2918,,,4190,,,3202,,,456,,,234,,,46,,,,,
Hungary,2017,66859,,,737,,,104,,,5398,,,65,,,378,,,937,,,1033,,,6703,,,7241,,,19602,,,11229,,,1538,,,3276,,,4783,,,2909,,,611,,,219,,,97,,,,,
Hungary,2018,74103,,,641,,,143,,,7371,,,61,,,254,,,1007,,,1083,,,7463,,,8041,,,21018,,,13141,,,1487,,,3554,,,5020,,,2876,,,573,,,259,,,112,,,,,
Hungary,2019,75523,,,752,,,268,,,8562,,,51,,,537,,,1178,,,1182,,,7433,,,7692,,,20754,,,13288,,,1676,,,3482,,,4920,,,2544,,,865,,,246,,,92,,,,,
Hungary,2020,80293,,,883,,,570,,,7565,,,77,,,577,,,1191,,,1402,,,10011,,,7489,,,21199,,,12686,,,1715,,,3351,,,6177,,,3785,,,1071,,,467,,,77,,,,,
Hungary,2021,88048,,,818,,,268,,,8871,,,63,,,1516,,,1299,,,1393,,,10247,,,9117,,,23859,,,14583,,,2016,,,3338,,,5458,,,3570,,,1036,,,467,,,130,,,,,
