"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Botswana","BWA","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","0","0","0","-4226251.79069458","0","0","0","0","0","0","0","0","0","0","0","-1289999.50281269","1187203.92041117","-94799.0851888279","-206349.370118548","111746.597455791","30661494.6937578","6588057.86661238","17720129.7628167","56898918.095166","30317477.7285743","39980662.0946022","62330770.2184116","413114106.422066","502760658.627517","440925450.322764","1068064915.48932","725186266.219577","326432107.328475","-534418589.321833","330081514.808116","327120159.832196","257309137.530161","160107465.752681","1307704839.4337","598786309.405178","1092904008.32791","166064083.519871","740904499.712164","-627989607.318342","927055118.848647","921708649.592941","1040726038.82439","-653079439.363847","823148882.480829",
"Central African Republic","CAF","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","-285022388.15828","-253498479.086791","-276067762.662903","-476962764.997694","-755261373.388833","-376590589.175757","-291069794.249028","-395240973.908183","-909274618.022981","-1898641920.84012","-753730457.265741","-376676222.00867","-1455802583.2886","-812752195.627996","-2019457819.42474","-4777724152.39574","-9901951663.51384","-5590782165.7275","-4581655868.06976","-3489679465.08945","-5234402908.96663","-10400222327.7305","-9136332708.1559","-5245118190.02567","-6079012448.98892","-8181315593.99627","-17694135756.3248","-10747545406.8756","-15012694205.9106","-15048599929.9427","-13724822208.3833","-17347788710.5492","-10705972193.9144","-27568506523.6422","-10334899915.4167","-13033737671.5147","-1018744580.39173","-2576130103.2526","-1709437133.10973","11695683060.6357","32052339606.1915","-712485686.004698","5437539188.0079","-76200113.5180779","-23632851976.0626","33769361230.7641","41907817960.8162","70519342120.5641","-47819527939.929","-92637063277.4507","-110142063605.869","-104265503229.2","-68097064857.0698","-34483049123.1263","-33792951516.9984","-37884016917.9498","-102982524308.762","-75109610881.8289","3092046327.92832","-1565030418.94303","-66245280177.4696","-44480532823.4456","-115952543586.092","15376247812.3563",
"Central Europe and the Baltics","CEB","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","4760508005.18975","6209644722.33735","7113022301.65559","7068055800.46313","8487753971.05709","12479590208.9321","3987344035.21522","2875706656.11871","1104135931.22043","-1401398990.26279","1732842301.73854","7415430875.41857","3211638675.36715","1296468485.11389","11272032031.7993","6145560611.14267","17619590105.6882","18201459757.95","3923992380.35099","9836489996.03563","10705482106.7138","4635079538.43047","41125842698.3491","17703976369.0289","47737941011.0643","22212847297.5854","38580674668.6304","41856884488.8771","44936010295.3201","45846544159.6818","37446227495.2297","32847102397.3324","24840432229.5298","-35391397570.8052","19921515196.1734","-18697917249.5328","17515938150.2996","7438118749.65299","56256006750.4848","5230868765.85044","26659762624.1551","11078618274.5849","5629256916.15297","32623873381.5985","36245210082.3639","23687360428.8348","42816696237.645",
"Channel Islands","CHI","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","6000000","6000000","7000000","0","-50000000","43000000","21000000","17000000","3000000","0","0","77600000","8200000","8000000","-83000000","-360800000","-188600000","-458200000","-729850000","-908100000","-34000000","-1134143397.85362","-1625098954.79401","2468635170.46041","3217411394.03819","-638785089.144024","-139271040.640313","2317291329.01807","3288129429.97495","2956764191.77939","3156680498.36431","9512417737.8672","16225426191.6588","8430586404.01387","11795732325.3775","6448885482.27706","-10534094523.4335","2943368963.13158","-4860606280.15282","-3483412093.97533","-2152158575.00721","-2493296128.23269","4801239628.38825","-2695825731.62816","-10563159029.6613","-13090122881.7293","-32645166551.7994","-5313110495.06505","1770995321.8779",
"China","CHN","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","-21000000","621000000","1638000000","-3027000000","-1568000000","-1051000000","-876000000","180000000","241000000","-235000000","57000000","-3049000000","-3543000000","-789400000","-1744000000","-6943000000","3732000000","11234000000","3990732000","19405000000","10342485051.8252","-11437115819.9986","-19743601592.0469","4709837172.2624","68416515086.0359","-16442973699.6943","-34852395243.9119","-27087363798.0013","-24038442273.013","-19639146481.0331","-47779274570.0752","-52891117744.1311","-82429447386.7501","66470061883.31","52270616754.1906","-29497793098.2633","-106873525546.722","-57947645385.638","-95539019942.7","-51365856850.46","289053728588.98","63244110362.82",
"Cote d'Ivoire","CIV","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1802998.74225119","-21127940.8266455","-102807008.338381","-48172586.362301","30525669.4923222","-464845590.170631","-105214099.933677","-142293561.999348","-174547004.769114","-937341058.522564","-971210349.794008","-589356430.520588","-1349450377.62183","-1600038142.21162","295624062.134979","-486304753.427474","-654975543.018099","420018431.189826","",
"Cameroon","CMR","Portfolio investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","-11030710.0190653","0","10911597.9033968","971761.551337806","-55644360.4544917","2233195.92795561","46544698.2681916","106334671.951235","74621126.8099438","26164562.1268215","410515.105730468","-44722236.9999489","21016802.6176263","18194613.9705116","1596292.96862985","-94499614.9454126","-5310119.31054662","2326273.47374844","-30754466.7876956","12913972.5082459","4557586.54732479","17944828.5159295","40856498.4466398","98270564.0909008","-74398599.1967972","56948707.1905143","1502282.78885373","69815805.3473557","63729686.8239836","-704485383.867102","65127212.7356731","-20482572.2890153","34820625.819368","-113998811.47682","-35845583.8098443","609005196.936922","476195611.92328","",
