"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bangladesh","BGD","Manufacturing, value added (current US$)","NV.IND.MANF.CD","226993062.5","263550000","276869208.333333","285087416.666667","296989687.5","321644354.166667","386256604.166667","404960125","460503979.166667","495643979.166667","521999000","480057708.333333","250514166.666667","689132129.546331","1157568227.46673","1369606286.61559","939265010.10101","1083458209.43762","1316355416.66667","1534982306.17608","2627747105.87855","2831325423.25581","2582283071.20758","2649048848.23232","2952393797.12","3221030024.15385","3096970980.16667","3273869886.77419","3567442407.13326","3714461823.33096","4183373393.41195","4330061263.30532","4565273705.57029","5111802526.45503","5358902326.68329","6032422651.74129","6502616136.91932","6811990632.3185","7427621145.37445","7377371048.25291","7490618167.36235","7655077835.43365","7835086191.88577","8509758203.79965","9403023611.34704","10243540787.9693","10990176880.4873","12685377622.2581","14775885750.8282","16888096780.3971","18583833184.5635","20572997269.3858","21215366463.3211","24662857772.9937","28721147293.8285","32762526975.74","53967746580.2488","58966969403.275","66850830489.6026","74489012320.5221","77033525679.5331","88398085699.1892","100146830914.846","97727415797.9621",
"Bulgaria","BGR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrain","BHR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","498540726.983285","538031914.893617","452393617.021277","444680851.06383","486170212.765957","369148936.170213","423136968.085106","543611436.170213","672149734.042553","665624468.085106","707351329.787234","731603723.404255","661627393.617021","798316755.319149","895620744.680851","1114481382.97872","","","","","","","","","","","2451276595.74468","3143670212.76596","3881462765.95745","3207154255.31915","3723856382.97872","4330186170.21277","4568776595.74468","4821462765.95745","4984148936.17021","5398138297.87234","5835452127.65957","6564574468.08511","6660701063.82979","6811336702.12766","6333821010.6383","8071759574.46809","9516514361.70213","8569335106.38298",
"Bahamas, The","BHS","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131439000","120438000","149360000","135535000","131806000","133966000","121136000","154169000","148600000","136400000","210100000","233200000","184000000","224300000","214000000","243300000","235200000","256400000","243700000","220900000","208900000","214800000","220700000","315800000","272900000","295200000","293900000","365600000","324200000","278600000","277300000","204800000","201000000","141000000","144500000",
"Bosnia and Herzegovina","BIH","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144487654.320988","213470588.235294","318626063.264221","412055896.695378","496864976.802442","501432894.195703","517581423.174397","545632349.038734","626634394.683784","790379772.547336","926047308.300062","1115856457.78466","1288772487.73629","1705850512.56016","2104754507.95239","1845508636.67713","1869609003.61607","2035206906.91907","1816578330.19097","1988270331.44134","2030361715.65133","1823801298.78673","2022163981.45168","2302522311.0226","2608019988.11094","2556232492.27571","2560988252.5612","3310936825.33808","3525970701.21108","3530606018.23013",
"Belarus","BLR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3600000000","4616666666.66667","4039495798.31933","3908400460.29919","4361846153.84615","4295608628.65948","4486798179.05918","3422547131.96951","3444472333.77956","3286330935.2518","3790063207.73681","4751105412.7443","6606982492.84808","7655885821.47069","9240403625.9186","11276793036.6063","15907554765.0253","11424786523.6927","12882951542.8855","16319002619.2903","16278952608.2837","16612856909.5895","16619555755.5188","11654534506.1751","9617187291.88269","11836414050.9289","12761532149.4615","13938348289.4736","13186723097.2608","15856696898.9729","17701686912.1511","16533792209.0877",
"Belize","BLZ","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","22550000","20950000","36034442.745","30631224.2365","22957812.815","26966952.2505","32318816.941","27091352.447","27086925.394","39344993.1755","43529001.215","46854603.6265","62847627.7012815","62409454.2106655","71499462.1074885","74076316.6350765","75953243.974235","80608985.7311295","86106553.161187","85945538.4315965","95927198.6247375","99077195.827333","118369109.341943","104605715.313082","105260721.872404","104203825.45385","111257424.097239","116670302.878209","124317497.643523","130091516.448539","129106213.78398","131352071.095669","127842498.541106","127716275.59672","142857760.621371","150005432.185599","150883495.94991","160135758.432311","160120395.089547","158077342.495326","149453461.624142","154997192.683693","144498724.615552","165486893.87172","188691926.442549","",
"Bermuda","BMU","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77586000","84077000","71565000","78134000","80210000","","","","","56755000","44426000","38139000","33436000","30792000","34216000","29743000","33116000","35210000","38308000","23167000","25296000","27987000","",
"Bolivia","BOL","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","133583333.333333","146833333.333333","165538461.538462","162350000","258000000","295700000","350300000","406050000","465700000","588700000","573059205.36552","850748390.637016","420238738.42327","649467335.276646","699166055.759251","862209873.207179","746890075.101563","742845554.183809","819667475.906158","801028699.034021","825689314.981029","947390722.46948","967438701.074755","967591509.94248","996345733.605135","1123407415.55498","1214987746.84646","1150834865.74127","1188974912.22081","1126282463.30953","1111968933.01606","1086466864.95381","1030513333.33333","1033290147.61005","1097335496.47177","1110271257.52319","1297677584.93697","1497649328.22756","1862262187.59848","2014339330.48433","2214528279.59486","2477423099.622","2766467120.11577","3043801287.98842","3213277004.34153","3363113183.79161","3728168494.93488","3935972532.5615","4167012460.2026","4289716338.63965","4013837351.66425","4334302937.77135","4526279146.16498","",
"Brazil","BRA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124533000000","87879127273.3333","74806250000","76496927803.3794","95939104423.0217","124624119130.293","111878559869.757","111126848373.296","114981303850.121","104985227790.717","73807138411.3967","86090894068.7856","73299270311.2658","62995211656.907","80669044297.6791","101059558534.2","131411502060.064","156274429177.774","197751284039.818","236659576870.998","217700768919.911","281005236959.187","308282556136.939","263186297975.136","259141899986.503","253883632177.792","189609619123.365","193691599693.296","221239717220.308","201823568397.501","193557513770.541","157839136119.231","198880098068.349","255196129508.886","289790453189.385",
"Barbados","BRB","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","35592297.4110193","42316099.4111189","51136635.4395057","55884253.9650972","67767115.795754","91234524.9341222","94317108.3378909","102222443.195943","118679461.045095","131308109.183115","115298563.118381","114005866.852285","111171878.884304","119425247.352459","115994630.338587","209516233.281957","197832247.79993","172450000","172724108.785363","169492368.120121","177099388.455228","186595734.102322","199025505.891712","222443195.942923","225227464.823746","236900000","238050000","234100000","259650000","267650000","267950000","325227100","321979200","343218900","313531050","263990100","286201650","260957400","274260900","261894300","257109300","256222700","255040300","249153850","249103250","242051450","246306200","297045450","",
"Brunei Darussalam","BRN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","93152396.0889125","136633913.886897","201550726.432528","207428056.079364","231307923.175867","300290909.692912","582381534.162024","433570061.324604","422424971.670892","386171647.618372","383013694.263186","356339340.499511","244785449.916116","276830344.78436","271811371.852367","371007374.408924","392010462.706058","461475152.67286","539494354.397603","503889488.182568","491110901.610796","615622753.329218","652765770.640712","779545408.625773","553553712.292409","623166959.39779","921983998.496487","880792008.586149","916481680.878013","1004313094.54862","1046009414.11455","1173089953.89922","1211693633.40053","1271446789.93194","1973020822.52833","1499275730.47411","2043361503.29774","3044394564.64795","3166317212.28233","2985236491.40082","2757584764.49047","1878478534.24694","1306563882.93456","1535207847.68675","1908369516.62776","1832114931.69352","1893297615.50131","2593216808.66374","3690581497.88681","2816556199.18397",
"Bhutan","BTN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","3848329.09297979","8217336.83677921","8233475.74629312","10424691.8822232","10697136.381754","10047442.1424962","10212085.1176128","14355120.935077","15060483.5797846","20546756.6484854","23104699.060188","21279271.2195744","22017562.0241667","20825455.6444742","24622013.529658","31244641.6308198","35520180.4817198","35999498.9161818","34722398.1755415","36159280.5441395","35059933.8853163","38789001.8512532","38771776.0091227","43547221.7888288","49317048.4804122","56741143.2772921","66552501.1053478","94938870.0198868","102765932.509697","100884193.036266","134614694.212538","146919515.504312","157062466.164743","145813804.244849","154779616.957133","159965666.823752","160565632.010673","179047206.310401","225965839.154734","167729319.856602","121139521.6385","200023386.721718","252931010.010611","",
"Botswana","BWA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","5304787.98995999","4044726.30452884","4811379.95955652","4463052.89554504","4386838.37077001","5653155.85680905","7509362.13934007","9704617.32752954","13686512.5901509","18249329.9993966","23664382.2649654","25127506.2818766","27614138.4388807","37734390.9427802","41349338.1038445","46704622.2136447","65074133.1217179","68906173.9737642","69466855.5581689","62578319.1733038","56213526.2516379","77216008.991328","107776270.87551","135268305.380982","152688539.202714","180841789.10015","190298863.697635","202182748.936473","179235062.884971","207662465.614634","251821022.023247","272186034.702516","285145872.246432","297878785.010459","305099369.755395","325708573.444667","320601931.110046","329435607.23867","428576557.102164","497509237.358563","490936775.656185","704497452.961254","901226200.56037","824323092.702382","856976786.76398","1074098040.44233","1168242497.73297","1122848469.18242","1140774669.75469","1214214240.22037","979900063.105983","980859538.041738","994268579.298582","1047032154.49057","1019004195.57066","846608250.768446","980194805.604776","1094311044.36256","1091754743.60484",
"Central African Republic","CAF","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","399148682.119673","394161806.185214","486830066.640873","593681788.747082","356262672.514203","330516612.279963","334839450.352013","355042197.836752","382150039.588793","402697679.998528","394998939.19898","412458432.167752","470951777.194291","437014477.631347","458742463.375225",
"Canada","CAN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105091001011.122","103044826423.997","115847748536.044","126793481920.409","118523372933.884","119490855795.578","131315395046.749","146770945426.595","156900478626.836","166007581100.141","174832883344.195","164795688847.235","138303735456.216","162173511981.153","178532770701.081","183205382392.948","177060852680.399","170212707042.821","155268331357.555","151699381162.328","159724381266.888","170222213294.137","162160141929.437","149267867966.18","","","",
"Central Europe and the Baltics","CEB","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76875537117.3578","81417461226.8308","79739619189.2162","84758632541.8697","79662041544.3317","78524864005.4773","84534075311.3772","92799350392.7964","113725536046.875","141869835893.913","162666701145.58","185838351977.202","232213914159.693","274948935322.373","220289074091.616","236059795281.297","270776748695.388","245581021346.385","247454505136.87","272327037751.983","243961627438.947","249507202575.965","266842455928.006","294394942663.061","293816102164.531","280618910495.052","325658002037.512","332888474147.377","369464854462.207",
"Switzerland","CHE","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52589113158.6525","52872435843.7936","54166819086.9009","52138041418.5165","58786332529.0634","66858033826.6385","63723309870.5502","55356992351.6847","55954245413.1604","54200099853.5481","49257433088.5836","52635875207.3951","58018396638.0085","67219665849.8552","74558708484.1174","78296376485.7051","84251179613.9735","94535412362.5458","109755585818.484","99199403547.4681","107172338607.283","130252179878.718","121711714705.637","125713637931.168","127503936546.654","118823719530.313","119227507976.678","121597716374.838","128184410887.461","129294876606.878","131981777545.024","155545393779.95","150631127449.055","160231454996.717",
"Channel Islands","CHI","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98568741.5626498","91508285.9854912","100577839.036753","95786773.4263764","97126158.5431021","126969964.448316","114287915.434474","",
